"","Codigo_nacional","Estación","Latitud","Longitud","Altura","Region","Macrozona","Comuna","Cuenca","Subcuenca"
"1873","350074","Rio maule en los bannos DMC",-35.82305,-70.7625,972,"Región del Maule","Centro","San Clemente","Rio Maule","Rio Maule Alto (Hasta antes junta Rio Melado)"
"1874","350076","Rio melado en el salto DMC",-35.89611,-71.01472,739,"Región del Maule","Centro","Colbún","Rio Maule","Rio Melado"
"1875","330135","Rio molina antes j san francisco DMC",-33.37361,-70.39639,1153,"Región Metropolitana de Santiago","Centro","Lo Barnechea","Rio Maipo","R.  Mapocho Alto"
"1876","400055","Rio negro DMC",-40.76472,-73.15194,83,"Región de Los Lagos","Sur","Río Negro","Rio Bueno","Rio Negro"
"1877","400043","Rio negro en chahuilco DMC",-40.71361,-73.22778,45,"Región de Los Lagos","Sur","Río Negro","Rio Bueno","Rio Negro"
"1878","360064","Rio nnuble en san fabian n 2 DMC",-36.58583,-71.52555,450,"Región del Ñuble","Centro","San Fabián","Rio Itata","ñuble Alto"
"1879","0","Rio olivares a.j rio colorado DMC",0,0,0,NA,"Null",NA,NA,NA
"1880","500005","Rio paine en parque nacional n 2 DMC",-50.96028,-72.7925,90,"Región de Magallanes y Antártica Chilena","Sur","Torres del Paine","Costeras entre Seno Andrew y R. Hollemberg e islas al oriente","Rio Serrano"
"1881","350057","Rio palos en junta con rio colorado DMC",-35.275,-71.01722,609,"Región del Maule","Centro","Molina","Rio Mataquito","Rio Lontue"
"1882","340096","Rio pangal en pangal DMC",-34.25083,-70.33361,1477,"Región del Libertador Bernardo O'Higgins","Centro","Machalí","Rio Rapel","Rio Cachapoal Alto (Hasta bajo junta Rio Claro)"
"1883","480003","Rio pascua ante junta rio quetru DMC",-48.15917,-73.08889,20,"Región de Aysén del Gral.Ibañez del Campo","Sur",NA,"Rio Pascua","Rio Pascua"
"1884","0","Rio penitente en morro chico DMC",-52.05111,-71.42472,170,"Región de Magallanes y Antártica Chilena","Sur","Laguna Blanca","Vertiente del Atlantico","Rio Penitente"
"1885","0","Rio perez en desembocadura DMC",-52.55167,-71.97944,10,"Región de Magallanes y Antártica Chilena","Sur","Río Verde","Costeras e Islas entre R Hollemberg, Golfo Alte. Laguna Blanca","Costeras Continentales del Seno Skyring"
"1886","360058","Rio perquilauquen en san manuel DMC",-36.37667,-71.62417,282,"Región del Ñuble","Centro","San Fabián","Rio Maule","Perquilauquen Alto"
"1887","320066","Rio petorca en hierro viejo DMC",-32.27861,-70.98889,450,"Región de Valparaíso","Centro","Petorca","Rio Petorca","Petorca Medio"
"1888","400038","Rio pilmaiquen en san pablo DMC",-40.38417,-73.00222,40,"Región de Los Ríos","Sur","Río Bueno","Rio Bueno","Rio Pilmaiquen"
"1889","370043","Rio polcura en 4 juntas DMC",-37.11055,-71.24472,1345,"Región del Bío-Bío","Centro","Pinto","Rio Bio-Bio","Rio Laja Alto (hasta bajo junta Rio Rucue)"
"1890","280012","Rio pulido en vertedero DMC",-28.08889,-69.94278,1322,"Región de Atacama","Norte","Tierra Amarilla","Rio Copiapo","Rio Pulido"
"1891","380036","Rio puren en tranaman DMC",-38.03333,-73.01667,90,"Región de La Araucanía","Centro","Purén","Rio Imperial","Rio Lumaco"
"1892","320068","Rio putaendo en resguardo los patos DMC",-32.50167,-70.58111,1218,"Región de Valparaíso","Centro","Putaendo","Rio Aconcagua","Aconcagua Medio"
"1893","370055","Rio queuco en puente nitrao DMC",-37.69667,-71.29028,885,"Región del Bío-Bío","Centro","Alto Biobío","Rio Bio-Bio","Rio Bio-Bio entre Rio Ranquil y Rio Duqueco"
"1894","400042","Rio rahue a j rio negro DMC",-40.63,-73.17833,40,"Región de Los Lagos","Sur","Osorno","Rio Bueno","Rio Rahue hasta antes junta Rio Negro"
"1895","400045","Rio rahue en des lago rupanco DMC",-40.78889,-72.68889,130,"Región de Los Lagos","Sur","Puyehue","Rio Bueno","Rio Rahue hasta antes junta Rio Negro"
"1896","510015","Rio rincon en ruta y 290 DMC",-51.31389,-72.82917,36,"Región de Magallanes y Antártica Chilena","Sur","Torres del Paine","Costeras entre Seno Andrew y R. Hollemberg e islas al oriente","Rio Serrano"
"1897","0","Rio robalo en pto williams DMC",-54.94694,-67.63917,80,"Región de Magallanes y Antártica Chilena","Sur","Cabo de Hornos","Islas al sur del Canal Beagle y Territorio Antartico","Islas Navarino y Gable"
"1898","0","Rio rubens en ruta n 9 DMC",-52.03,-71.94139,180,"Región de Magallanes y Antártica Chilena","Sur","Natales","Vertiente del Atlantico","R. Rubens"
"1899","220015","Rio salado en sifon ayquina DMC",-22.28944,-68.34472,2959,"Región de Antofagasta","Norte","Calama","Rio Loa","Rio Loa Alto (bajo junta Rio Salado)"
"1900","330130","Rio san francisco antes junta yerba loca DMC",-33.30861,-70.35722,1550,"Región Metropolitana de Santiago","Centro","Lo Barnechea","Rio Maipo","R.  Mapocho Alto"
"1901","0","Rio san juan en desembocadura DMC",-53.64972,-70.96667,8,"Región de Magallanes y Antártica Chilena","Sur","Punta Arenas","Costeras entre Lag.  Blanca(inc), Seno Otway, canal Jeronimo y Magallanes","Costeras e Islas Orientales de la Peninsula Brunswick"
"1902","510016","Rio serrano en desembocadura DMC",-51.33278,-73.10917,25,"Región de Magallanes y Antártica Chilena","Sur","Torres del Paine","Costeras entre Seno Andrew y R. Hollemberg e islas al oriente","Rio Serrano"
"1903","0","Rio side en cerro sombrero DMC",-52.76805,-69.27722,10,"Región de Magallanes y Antártica Chilena","Sur","Primavera","Tierra del Fuego","Costeras del Estrecho Magallanes, entre Frontera y Cabo Monmouth"
"1904","0","Rio silala antes b t fcab DMC",-20.01389,-68.02917,4305,"Región de Tarapacá","Norte",NA,NA,NA
"1905","450017","Rio simpson bajo junta coyhaique DMC",-45.55167,-72.06805,210,"Región de Aysén del Gral.Ibañez del Campo","Sur","Coyhaique","Rio Aisen","Rio Simpson"
"1906","320065","Rio sobrante en pinnadero DMC",-32.22917,-70.71639,1300,"Región de Valparaíso","Centro","Petorca","Rio Petorca","Rio Petorca Alto (hasta despues Junta Rio Sobrante)"
"1907","510019","Rio talcahuano en peninsula a varas DMC",-51.74639,-72.89972,14,"Región de Magallanes y Antártica Chilena","Sur","Natales","Costeras entre Seno Andrew y R. Hollemberg e islas al oriente","Costeras entre Peninsula Roca y Rio Serrano"
"1908","340112","Rio teno en junta rio claro DMC",-34.99833,-70.82361,655,"Región del Maule","Centro","Romeral","Rio Mataquito","Rio Teno"
"1909","180027","Rio tignamar en angostura DMC",-18.51361,-69.56556,3017,"Región de Arica y Parinacota","Norte","Putre","Rio San Jose","Azapa Alto"
"1910","510013","Rio tindall en desembocadura DMC",-51.25639,-73.15611,22,"Región de Magallanes y Antártica Chilena","Sur","Torres del Paine","Costeras entre Seno Andrew y R. Hollemberg e islas al oriente","Rio Serrano"
"1911","340106","Rio tinguiririca en bajo los briones DMC",-34.71833,-70.82639,574,"Región del Libertador Bernardo O'Higgins","Centro","San Fernando","Rio Rapel","Rio Tinguiririca Alto (Hasta bajo junta Rio Claro)"
"1912","390033","Rio tolten en coipue DMC",-39.1,-72.38333,174,"Región de La Araucanía","Centro","Freire","Rio Tolten","Lago Villarica y Tolten Alto"
"1913","390030","Rio tolten en t schmidt DMC",-39.01444,-73.08278,20,"Región de La Araucanía","Centro","Toltén","Rio Tolten","Tolten Bajo"
"1914","290012","Rio toro antes junta rio la laguna DMC",-29.97111,-70.09278,2165,"Región de Coquimbo","Norte","Vicuña","Rio Elqui","Rio Turbio"
"1915","380060","Rio truful en camino internacional DMC",-38.84361,-71.65611,516,"Región de La Araucanía","Centro","Melipeuco","Rio Tolten","Rio Allipen"
"1916","290010","Rio turbio en varillar DMC",-29.94722,-70.53722,890,"Región de Coquimbo","Norte","Vicuña","Rio Elqui","Rio Turbio"
"1917","0","Rio verde dga DMC",-52.60417,-71.50194,10,"Región de Magallanes y Antártica Chilena","Sur","Río Verde","Costeras e Islas entre R Hollemberg, Golfo Alte. Laguna Blanca","Costeras Continentales del Seno Skyring"
"1918","0","Rio verde escuela g 33 DMC",-52.60139,-71.50528,11,"Región de Magallanes y Antártica Chilena","Sur","Río Verde","Costeras e Islas entre R Hollemberg, Golfo Alte. Laguna Blanca","Costeras Continentales del Seno Skyring"
"1919","330154","Rio volcan en queltehues DMC",-33.80972,-70.21028,1323,"Región Metropolitana de Santiago","Centro","San José de Maipo","Rio Maipo","Rio Maipo Alto"
"1920","290008","Rivadavia DMC",-29.96,-70.53805,900,"Región de Coquimbo","Norte","Vicuña","Rio Elqui","Rio Turbio"
"1921","0","Robalo alto DMC",-54.97694,-67.67444,360,"Región de Magallanes y Antártica Chilena","Sur","Cabo de Hornos","Islas al sur del Canal Beagle y Territorio Antartico","Islas Navarino y Gable"
"1922","330007","Rodelillo ad DMC",-33.06528,-71.55639,330,"Región de Valparaíso","Centro","Valparaíso","Costeras entre Aconcagua y Maipo","E. Marga-Marga"
"1923","330126","Rodelillo dga DMC",-33.05056,-71.58417,110,"Región de Valparaíso","Centro","Valparaíso","Costeras entre Aconcagua y Maipo","Lago Peñuelas"
"1924","380032","Rucamanque ufro DMC",-38.66083,-72.60555,344,"Región de La Araucanía","Centro","Temuco","Rio Imperial","Cautin Alto (hasta antes junta R. Quepe)"
"1925","400041","Rucatayo DMC",-40.59889,-72.58667,278,"Región de Los Ríos","Sur","Río Bueno","Rio Bueno","Rio Pilmaiquen"
"1926","330124","Rungue embalse DMC",-33.01889,-70.90833,715,"Región Metropolitana de Santiago","Centro","Tiltil","Rio Maipo","Mapocho Bajo"
"1927","0","Russfin DMC",-53.75944,-69.18917,225,"Región de Magallanes y Antártica Chilena","Sur","Timaukel","Tierra del Fuego","Afluentes Rio Grande y Cuencas Cerradas"
"1928","340145","Sagrada familia DMC",-34.99694,-71.37444,164,"Región del Maule","Centro","Sagrada Familia","Rio Mataquito","Rio Lontue"
"1929","320033","Saladillo tenencia DMC",-32.93472,-70.28278,1582,"Región de Valparaíso","Centro","Los Andes","Rio Aconcagua","Aconcagua Alto"
"1930","220016","Salado embalse DMC",-22.28528,-68.20389,3167,"Región de Antofagasta","Norte","Calama","Rio Loa","Rio Loa Alto (bajo junta Rio Salado)"
"1931","310008","Salamanca c c t DMC",-31.78222,-70.97333,492,"Región de Coquimbo","Norte","Salamanca","Rio Choapa","Rio Choapa Medio (entre Rios Cuncumen e Illapel)"
"1932","0","Salamanca DMC",-31.78278,-70.97,496,"Región de Coquimbo","Norte","Salamanca","Rio Choapa","Rio Choapa Medio (entre Rios Cuncumen e Illapel)"
"1933","310007","Salamanca subcomisaria DMC",-31.77972,-70.96528,510,"Región de Coquimbo","Norte","Salamanca","Rio Choapa","Rio Choapa Medio (entre Rios Cuncumen e Illapel)"
"1934","240004","Salar de punta negra DMC",-24.54556,-68.9275,2952,"Región de Antofagasta","Norte","Antofagasta","Endorreicas Salar Atacama-Vertiente Pacifico","Salar Punta Negra"
"1935","350030","San agustin de aurora DMC",-35.43083,-71.65889,105,"Región del Maule","Centro","Talca","Rio Maule","Rio Claro"
"1936","330151","San antonio de naltahua DMC",-33.72555,-71.0425,249,"Región Metropolitana de Santiago","Centro","Isla de Maipo","Rio Maipo","Rio Maipo Bajo (Entre Rio Mapocho y Desembocadura)"
"1937","330059","San antonio g m DMC",-33.58333,-71.6,50,"Región de Valparaíso","Centro","San Antonio","Rio Maipo","Rio Maipo Bajo (Entre Rio Mapocho y Desembocadura)"
"1938","330161","San antonio lo zarate DMC",-33.53055,-71.50611,103,"Región de Valparaíso","Centro","Cartagena","Costeras entre Aconcagua y Maipo","E. del Rosario (Incl.) a R. Maipo"
"1939","340044","San benito de chimbarongo DMC",-34.72083,-71.01972,321,"Región del Libertador Bernardo O'Higgins","Centro","Chimbarongo","Rio Rapel","Tinguiririca Bajo"
"1940","330165","San bernardo lo herrera DMC",-33.66278,-70.76583,504,"Región Metropolitana de Santiago","Centro","San Bernardo","Rio Maipo","Rio Maipo Medio"
"1941","330047","San bernardo sr caviedes DMC",-33.57778,-70.57778,562,"Región Metropolitana de Santiago","Centro","Puente Alto","Rio Maipo","Mapocho Bajo"
"1942","360008","San carlos sendos DMC",-36.42944,-71.94861,187,"Región del Ñuble","Centro","San Carlos","Rio Itata","ñuble Bajo"
"1943","350064","San clemente DMC",-35.53055,-71.47944,221,"Región del Maule","Centro","San Clemente","Rio Maule","Rio Claro"
"1944","350037","San clemente fundo DMC",-35.50917,-71.50306,190,"Región del Maule","Centro","San Clemente","Rio Maule","Rio Claro"
"1945","350084","San clemente las lomillas san clemente DMC",-35.54167,-71.31833,345,"Región del Maule","Centro","San Clemente","Rio Maule","Rio Claro"
"1946","370004","San cristobal fundo DMC",-37.1675,-72.58861,87,"Región del Bío-Bío","Centro","Yumbel","Rio Bio-Bio","Laja Bajo"
"1947","340017","San diego de puquillay DMC",-34.53833,-71.50278,355,"Región del Libertador Bernardo O'Higgins","Centro","Santa Cruz","Rio Rapel","Tinguiririca Bajo"
"1948","330055","San enrique de bucalemu DMC",-33.9,-71.71667,160,"Región de Valparaíso","Centro","Santo Domingo","Costeras entre  Maipo y Rapel","Estero Yali"
"1949","320102","San esteban DMC",-32.75055,-70.5575,950,"Región de Valparaíso","Centro","San Esteban","Rio Aconcagua","Aconcagua Medio"
"1950","320026","San esteban reten DMC",-32.80111,-70.58167,841,"Región de Valparaíso","Centro","San Esteban","Rio Aconcagua","Aconcagua Medio"
"1951","360010","San fabian de alico subcomisaria DMC",-36.56,-71.54861,472,"Región del Ñuble","Centro","San Fabián","Rio Itata","ñuble Alto"
"1952","380046","San fabian DMC",-38.44639,-72.84944,197,"Región de La Araucanía","Centro","Galvarino","Rio Imperial","R.  Chol Chol"
"1953","320089","San felipe curimon DMC",-32.8,-70.70028,701,"Región de Valparaíso","Centro","San Felipe","Rio Aconcagua","Aconcagua Medio"
"1954","320022","San felipe d o s DMC",-32.75306,-70.7375,635,"Región de Valparaíso","Centro","San Felipe","Rio Aconcagua","Aconcagua Medio"
"1955","320020","San felipe ejercito DMC",-32.75,-70.72083,657,"Región de Valparaíso","Centro","San Felipe","Rio Aconcagua","Aconcagua Medio"
"1956","320019","San felipe escuela agricola DMC",-32.75528,-70.70694,662,"Región de Valparaíso","Centro","San Felipe","Rio Aconcagua","Aconcagua Medio"
"1957","320021","San felipe particular DMC",-32.74278,-70.73639,636,"Región de Valparaíso","Centro","San Felipe","Rio Aconcagua","Aconcagua Medio"
"1958","280018","San felix DMC",-28.93083,-70.46389,1133,"Región de Atacama","Norte","Alto del Carmen","Rio Huasco","Rio del Carmen"
"1959","280005","San felix fundo DMC",-28.93833,-70.45861,1183,"Región de Atacama","Norte","Alto del Carmen","Rio Huasco","Rio del Carmen"
"1960","280008","San felix reten DMC",-28.93361,-70.46167,1145,"Región de Atacama","Norte","Alto del Carmen","Rio Huasco","Rio del Carmen"
"1961","340036","San fernando club aereo DMC",-34.56833,-70.97028,338,"Región del Libertador Bernardo O'Higgins","Centro","San Fernando","Rio Rapel","Cachapoal Bajo"
"1962","340114","San fernando dcp DMC",-34.59972,-70.96694,362,"Región del Libertador Bernardo O'Higgins","Centro","San Fernando","Rio Rapel","Cachapoal Bajo"
"1963","340904","San fernando de mingue DMC",-34.58333,-70.98333,350,"Región del Libertador Bernardo O'Higgins","Centro","San Fernando","Rio Rapel","Cachapoal Bajo"
"1964","340118","San fernando DMC",-34.57778,-70.97555,340,"Región del Libertador Bernardo O'Higgins","Centro","San Fernando","Rio Rapel","Cachapoal Bajo"
"1965","340038","San fernando ex sendos DMC",-34.59833,-70.96805,359,"Región del Libertador Bernardo O'Higgins","Centro","San Fernando","Rio Rapel","Cachapoal Bajo"
"1966","340053","San fernando liceo agricola el carmen fdf DMC",-34.59139,-70.97055,353,"Región del Libertador Bernardo O'Higgins","Centro","San Fernando","Rio Rapel","Cachapoal Bajo"
"1967","330057","San gabriel reten DMC",-33.78194,-70.24,1259,"Región Metropolitana de Santiago","Centro","San José de Maipo","Rio Maipo","Rio Maipo Alto"
"1968","330982","San geronimo DMC",-33.36139,-71.50111,314,"Región de Valparaíso","Centro","Casablanca","Costeras entre Aconcagua y Maipo","E. Casablanca y E.  San Jeronimo (Incl.)"
"1969","0","San gregorio dga DMC",-52.56639,-70.07055,3,"Región de Magallanes y Antártica Chilena","Sur","San Gregorio","Costeras entre Lag.  Blanca(inc), Seno Otway, canal Jeronimo y Magallanes","Costeras entre R. Santa Susana y Chorrillo Kimiri Aike"
"1970","520007","San gregorio DMC",-52.57333,-70.77111,62,"Región de Magallanes y Antártica Chilena","Sur","San Gregorio","Costeras entre Lag.  Blanca(inc), Seno Otway, canal Jeronimo y Magallanes","Costeras entre Laguna Blanca, Peninsula Brunswich y Santa Susana"
"1971","360031","San gregorio tenencia DMC",-36.28305,-71.81528,182,"Región del Ñuble","Centro","ñiquén","Rio Maule","Perquilauquen Alto"
"1972","360014","San ignacio de palomares DMC",-36.62528,-72.60333,74,"Región del Ñuble","Centro","Ranquil","Rio Itata","Itata Bajo"
"1973","360089","San ignacio pinto DMC",-36.84361,-72.12472,187,"Región del Ñuble","Centro","San Ignacio","Rio Itata","Itata Medio"
"1974","350085","San javier DMC",-35.63,-71.60389,170,"Región del Maule","Centro","San Javier","Rio Maule","Rio Loncomilla"
"1975","350036","San javier fundo DMC",-35.57972,-71.73778,81,"Región del Maule","Centro","San Javier","Rio Maule","Rio Loncomilla"
"1976","350087","San javier maule DMC",-35.57667,-71.67889,119,"Región del Maule","Centro","San Javier","Rio Maule","Rio Loncomilla"
"1977","350008","San javier particular DMC",-35.5975,-71.73889,93,"Región del Maule","Centro","San Javier","Rio Maule","Rio Loncomilla"
"1978","350089","San javier villa alegre DMC",-35.69611,-71.68222,128,"Región del Maule","Centro","Villa Alegre","Rio Maule","Rio Loncomilla"
"1979","390005","San jose de la mariquina DMC",-39.53833,-72.96694,28,"Región de Los Ríos","Sur","Mariquina","Rio Valdivia","Rio Cruces"
"1980","330032","San jose de maipo DMC",-33.63639,-70.35667,945,"Región Metropolitana de Santiago","Centro","San José de Maipo","Rio Maipo","Rio Maipo Alto"
"1981","340011","San jose de marchigue DMC",-34.29083,-71.44472,118,"Región del Libertador Bernardo O'Higgins","Centro","Pichidegua","Rio Rapel","Rio Rapel"
"1982","330112","San jose guayacan DMC",-33.61528,-70.35055,928,"Región Metropolitana de Santiago","Centro","San José de Maipo","Rio Maipo","Rio Maipo Alto"
"1983","0","San jose reten DMC",-33.63639,-70.35694,948,"Región Metropolitana de Santiago","Centro","San José de Maipo","Rio Maipo","Rio Maipo Alto"
"1984","400033","San juan de la costa bahia mansa DMC",-40.58667,-73.73528,102,"Región de Los Lagos","Sur","San Juan de la Costa","Cuencas e Islas entre R.Bueno y R. Puelo","Costeras entre Rio Bueno y Rio Maullin"
"1985","400008","San juan de la costa DMC",-40.52889,-73.475,67,"Región de Los Lagos","Sur","San Juan de la Costa","Rio Bueno","R. Rahue Bajo"
"1986","330044","San juan de llo lleo DMC",-33.64194,-71.57972,20,"Región de Valparaíso","Centro","San Antonio","Rio Maipo","Rio Maipo Bajo (Entre Rio Mapocho y Desembocadura)"
